109 chartevents.926 (u'jsw',)
110 chartevents.926 (u'lut',)
111 chartevents.926 (u'met',)
112 chartevents.926 (u'mus',)
113 chartevents.926 (u'nsp',)
114 chartevents.926 (u'otr',)
115 chartevents.926 (u'pro',)
116 chartevents.926 (u'prot',)
117 chartevents.926 (u'prot.',)
118 chartevents.926 (u'protestant',)
119 chartevents.926 (u'rca',)
120 chartevents.926 (u'ror',)
121 chartevents.926 (u'sda',)
122 chartevents.926 (u'tr',)
123 chartevents.926 (u'u',)
124 chartevents.926 (u'uni',)
125 chartevents.31 (u'active',)
126 chartevents.31 (u'ambulate',)
127 chartevents.31 (u'bed as chair',)
128 chartevents.31 (u'bedrest',)
129 chartevents.31 (u'chair',)
130 chartevents.31 (u'comment',)
131 chartevents.31 (u'commode',)
132 chartevents.31 (u'dangle',)
133 chartevents.31 (u'jittery',)
134 chartevents.31 (u'lethargic',)
135 chartevents.31 (u'other/remarks',)
136 chartevents.31 (u'unassessable',)
137 labevents.50813 (u'',)
138 labevents.50813 (u'abnormal',)
139 labevents.50862 (u'',)
140 labevents.50862 (u'abnormal',)
141 labevents.51506 (u'', u'')
142 labevents.51506 (u'', u'c')
143 labevents.51506 (u'', u'cl')
144 labevents.51506 (u'', u'cldy')
145 labevents.51506 (u'', u'clear')
146 labevents.51506 (u'', u'clo')
147 labevents.51506 (u'', u'clou')
148 labevents.51506 (u'', u'cloud')
149 labevents.51506 (u'', u'cloudy')
150 labevents.51506 (u'', u'computer network failure. test not resulted.')
151 labevents.51506 (u'', u'error')
152 labevents.51506 (u'', u'error disregard previous result of hazy')
153 labevents.51506 (u'', u'h')
154 labevents.51506 (u'', u'ha')
155 labevents.51506 (u'', u'hazy')
156 labevents.51506 (u'', u'pink')
157 labevents.51506 (u'', u'red')
158 labevents.51506 (u'', u's')
159 labevents.51506 (u'', u'sl')
160 labevents.51506 (u'', u'slcldy')
161 labevents.51506 (u'', u'slcloudy')
162 labevents.51506 (u'', u'slhazy')
163 labevents.51506 (u'', u'slightly cloudy')
164 labevents.51506 (u'', u'turbid')
165 labevents.51466 (u'', u'')
166 labevents.51466 (u'', u'computer network failure. test not resulted.')
167 labevents.51466 (u'', u'error')
168 labevents.51466 (u'', u'error disregard previous result of neg')
169 labevents.51466 (u'', u'jul-17-03')
170 labevents.51466 (u'', u'lg')
171 labevents.51466 (u'', u'lge')
172 labevents.51466 (u'', u'mod')
173 labevents.51466 (u'', u'n')
174 labevents.51466 (u'', u'neg')
175 labevents.51466 (u'', u'negative')
176 labevents.51466 (u'', u'not done')
177 labevents.51466 (u'', u'sep-19-02')
178 labevents.51466 (u'', u'sm')
179 labevents.51466 (u'', u'small')
180 labevents.51466 (u'', u'tr')
181 labevents.51466 (u'', u'trace')
182 labevents.51466 (u'', u'unable to report')
183 labevents.51487 (u'', u'')
184 labevents.51487 (u'', u'290')
185 labevents.51487 (u'', u'computer network failure. test not resulted.')
186 labevents.51487 (u'', u'error')
187 labevents.51487 (u'', u'error disregard previous result of neg')
188 labevents.51487 (u'', u'n')
189 labevents.51487 (u'', u'neg')
190 labevents.51487 (u'', u'negative')
191 labevents.51487 (u'', u'not done')
192 labevents.51487 (u'', u'p')
193 labevents.51487 (u'', u'pos')
194 labevents.51487 (u'', u'unable to report')
195 labevents.51464 (u'', u'')
196 labevents.51464 (u'', u'beh')
197 labevents.51464 (u'', u'computer network failure. test not resulted.')
198 labevents.51464 (u'', u'error')
199 labevents.51464 (u'', u'error disregard previous result of neg')
200 labevents.51464 (u'', u'lg')
201 labevents.51464 (u'', u'm')
202 labevents.51464 (u'', u'mod')
203 labevents.51464 (u'', u'n')
204 labevents.51464 (u'', u'neg')
205 labevents.51464 (u'', u'not done')
206 labevents.51464 (u'', u'sm')
207 labevents.51464 (u'', u'specimen')
208 labevents.51464 (u'', u'unable to report')
209 labevents.51519 (u'', u'')
210 labevents.51519 (u'', u'0')
211 labevents.51519 (u'', u'error')
212 labevents.51519 (u'', u'f')
213 labevents.51519 (u'', u'few')
214 labevents.51519 (u'', u'few hyphae yeast')
215 labevents.51519 (u'', u'loaded')
216 labevents.51519 (u'', u'many')
217 labevents.51519 (u'', u'many budding yeast')
218 labevents.51519 (u'', u'mod')
219 labevents.51519 (u'', u'n')
220 labevents.51519 (u'', u'none')
221 labevents.51519 (u'', u'notdone')
222 labevents.51519 (u'', u'occ')
223 labevents.51519 (u'', u'rare')
224 labevents.51519 (u'', u'unable to determine')
225 labevents.51519 (u'', u'unable to report')
226 labevents.51519 (u'', u'void')
227 labevents.51486 (u'', u'')
228 labevents.51486 (u'', u'3')
229 labevents.51486 (u'', u'computer network failure. test not resulted.')
230 labevents.51486 (u'', u'error')
231 labevents.51486 (u'', u'error disregard prvious result of neg')
232 labevents.51486 (u'', u'l')
233 labevents.51486 (u'', u'lg')
234 labevents.51486 (u'', u'mod')
235 labevents.51486 (u'', u'n')
236 labevents.51486 (u'', u'neg')
237 labevents.51486 (u'', u'not done')
238 labevents.51486 (u'', u'sm')
239 labevents.51486 (u'', u'small')
240 labevents.51486 (u'', u'tr')
241 labevents.51486 (u'', u'trace')
242 labevents.51486 (u'', u'unable to report')
243 chartevents.80 (u'absent',)
244 chartevents.80 (u'active',)
245 chartevents.80 (u'hyperactive',)
246 chartevents.80 (u'hypoactive',)
247 chartevents.80 (u'not audible',)
248 chartevents.80 (u'other/remarks',)
249 chartevents.80 (u'present',)
250 labevents.50822 (u'',)
251 labevents.50822 (u'abnormal',)
252 labevents.50808 (u'',)
253 labevents.50808 (u'abnormal',)
254 labevents.50910 (u'',)
255 labevents.50910 (u'abnormal',)
256 labevents.50809 (u'',)
257 labevents.50809 (u'abnormal',)
258 labevents.50800 (u'', u'art')
259 labevents.50800 (u'', u'central venous')
260 labevents.50800 (u'', u'mix')
261 labevents.50800 (u'', u'ven')
262 chartevents.467 (u'aerosol-cool',)
263 chartevents.467 (u'bipap mask',)
264 chartevents.467 (u'cannula',)
265 chartevents.467 (u'cpap mask',)
266 chartevents.467 (u'face tent',)
267 chartevents.467 (u'heated neb',)
268 chartevents.467 (u'hi flow neb',)
269 chartevents.467 (u'hood',)
270 chartevents.467 (u'hut',)
271 chartevents.467 (u'medium conc mask',)
272 chartevents.467 (u'nasal cannula',)
273 chartevents.467 (u'non-rebreather',)
274 chartevents.467 (u'none',)
275 chartevents.467 (u'other/remarks',)
276 chartevents.467 (u't-piece',)
277 chartevents.467 (u'trach mask',)
278 chartevents.467 (u'transtrachealcat',)
279 chartevents.467 (u'ultrasonic neb',)
280 chartevents.467 (u'vapotherm',)
281 chartevents.467 (u'venti mask',)
282 chartevents.467 (u'ventilator',)
283 labevents.51463 (u'', u'')
284 labevents.51463 (u'', u'0')
285 labevents.51463 (u'', u'0cc')
286 labevents.51463 (u'', u'1')
287 labevents.51463 (u'', u'2')
288 labevents.51463 (u'', u'3')
289 labevents.51463 (u'', u'7i')
290 labevents.51463 (u'', u'error')
291 labevents.51463 (u'', u'f')
292 labevents.51463 (u'', u"f'")
293 labevents.51463 (u'', u'few')
294 labevents.51463 (u'', u'lrg')
295 labevents.51463 (u'', u'm')
296 labevents.51463 (u'', u'many')
297 labevents.51463 (u'', u'mo')
298 labevents.51463 (u'', u'mod')
299 labevents.51463 (u'', u'mod-')
300 labevents.51463 (u'', u'moderate')
301 labevents.51463 (u'', u'neg')
302 labevents.51463 (u'', u'none')
303 labevents.51463 (u'', u'notdone')
304 labevents.51463 (u'', u'o')
305 labevents.51463 (u'', u'o9')
306 labevents.51463 (u'', u'occ')
307 labevents.51463 (u'', u'r')
308 labevents.51463 (u'', u'rare')
309 labevents.51463 (u'', u'some')
310 labevents.51463 (u'', u'unable to determine')
311 labevents.51463 (u'', u'unable to quantitate')
312 labevents.51463 (u'', u'unable to report due to cloudy specimen')
313 labevents.51463 (u'', u'void')
314 labevents.51144 (u'',)
315 labevents.51144 (u'abnormal',)
316 chartevents.212 (u'1st deg av block',)
317 chartevents.212 (u'2nd avb mobitz 2',)
318 chartevents.212 (u'2nd avb/mobitz i',)
319 chartevents.212 (u'a paced',)
320 chartevents.212 (u'asystole',)
321 chartevents.212 (u'atrial fib',)
322 chartevents.212 (u'atrial flutter',)
323 chartevents.212 (u'av paced',)
324 chartevents.212 (u'comp heart block',)
325 chartevents.212 (u'idioventricular',)
326 chartevents.212 (u'junctional',)
327 chartevents.212 (u'multfocalatrtach',)
328 chartevents.212 (u'normal sinus',)
329 chartevents.212 (u'other/remarks',)
330 chartevents.212 (u'paced',)
331 chartevents.212 (u'parox atr tachy',)
332 chartevents.212 (u'sinus arrhythmia',)
333 chartevents.212 (u'sinus brady',)
334 chartevents.212 (u'sinus tachy',)
335 chartevents.212 (u'supravent tachy',)
336 chartevents.212 (u'v paced',)
337 chartevents.212 (u'vent. tachy',)
338 chartevents.212 (u'ventricular fib',)
339 chartevents.212 (u'wand.atrial pace',)
340 chartevents.212 (u'wenckebach',)
341 chartevents.212 (u'zoll paced',)
342 chartevents.161 (u'a quadrigeminy',)
343 chartevents.161 (u'atrial bigeminy',)
344 chartevents.161 (u'atrial trigeminy',)
345 chartevents.161 (u'fusion beats',)
346 chartevents.161 (u'nod/junc escape',)
347 chartevents.161 (u'nodal bigeminy',)
348 chartevents.161 (u'nodal trigeminy',)
349 chartevents.161 (u'none',)
350 chartevents.161 (u"pac's",)
351 chartevents.161 (u"pnc's",)
352 chartevents.161 (u"pvc's",)
353 chartevents.161 (u'v quadrigeminy',)
354 chartevents.161 (u'vent. bigeminy',)
355 chartevents.161 (u'vent. escape',)
356 chartevents.161 (u'vent. trigeminy',)
357 chartevents.432 (u'alert',)
358 chartevents.432 (u'arouse to pain',)
359 chartevents.432 (u'arouse to stimul',)
360 chartevents.432 (u'arouse to voice',)
361 chartevents.432 (u'confused',)
362 chartevents.432 (u'dozing intermit',)
363 chartevents.432 (u'lethargic',)
364 chartevents.432 (u'other/remarks',)
365 chartevents.432 (u'paralytic med',)
366 chartevents.432 (u'sedated',)
367 chartevents.432 (u'sleeping',)
368 chartevents.432 (u'unresponsive',)
369 chartevents.184 (u'1 no response',)
370 chartevents.184 (u'2 to pain',)
371 chartevents.184 (u'3 to speech',)
372 chartevents.184 (u'4 spontaneously',)
373 chartevents.723 (u'1 no response',)
374 chartevents.723 (u'1.0 et/trach',)
375 chartevents.723 (u'2 incomp sounds',)
376 chartevents.723 (u'3 inapprop words',)
377 chartevents.723 (u'4 confused',)
378 chartevents.723 (u'5 oriented',)
379 chartevents.454 (u'1 no response',)
380 chartevents.454 (u'2 abnorm extensn',)
381 chartevents.454 (u'3 abnorm flexion',)
382 chartevents.454 (u'4 flex-withdraws',)
383 chartevents.454 (u'5 localizes pain',)
384 chartevents.454 (u'6 obeys commands',)
385 chartevents.674 (u'axillary',)
386 chartevents.674 (u'blood',)
387 chartevents.674 (u'foley',)
388 chartevents.674 (u'oral',)
389 chartevents.674 (u'rectal',)
390 chartevents.674 (u'tympanic',)
391 chartevents.617 (u'apneic',)
392 chartevents.617 (u'cheyne-stokes',)
393 chartevents.617 (u'discoordinate',)
394 chartevents.617 (u'irregular',)
395 chartevents.617 (u'kussmaul',)
396 chartevents.617 (u'other/remarks',)
397 chartevents.617 (u'regular',)
398 chartevents.617 (u'tachypneic',)
399 chartevents.479 (u'3',)
400 chartevents.479 (u'4',)
401 chartevents.479 (u'5',)
402 chartevents.479 (u'?',)
403 chartevents.479 (u'disoriented',)
404 chartevents.479 (u'oriented x 1',)
405 chartevents.479 (u'oriented x 2',)
406 chartevents.479 (u'oriented x 3',)
407 chartevents.479 (u'other/remarks',)
408 chartevents.479 (u'unable to assess',)
409 chartevents.478 (u'bleeding gum',)
410 chartevents.478 (u'dentures',)
411 chartevents.478 (u'loose teeth',)
412 chartevents.478 (u'oral ulcers',)
413 chartevents.478 (u'other/remarks',)
414 chartevents.478 (u'packed',)
415 chartevents.478 (u'teeth/tissue wnl',)
416 chartevents.478 (u'thrush',)
417 chartevents.478 (u'wired',)
418 chartevents.425 (u'absent',)
419 chartevents.425 (u'bronchial',)
420 chartevents.425 (u'clear',)
421 chartevents.425 (u'coarse',)
422 chartevents.425 (u'crackles',)
423 chartevents.425 (u'diminished',)
424 chartevents.425 (u'exp wheeze',)
425 chartevents.425 (u'ins/exp wheeze',)
426 chartevents.425 (u'insp wheeze',)
427 chartevents.425 (u'other/remarks',)
428 chartevents.425 (u'pleural friction',)
429 chartevents.425 (u'rhonchi',)
430 chartevents.428 (u'absent',)
431 chartevents.428 (u'bronchial',)
432 chartevents.428 (u'clear',)
433 chartevents.428 (u'coarse',)
434 chartevents.428 (u'crackles',)
435 chartevents.428 (u'diminished',)
436 chartevents.428 (u'exp wheeze',)
437 chartevents.428 (u'ins/exp wheeze',)
438 chartevents.428 (u'insp wheeze',)
439 chartevents.428 (u'other/remarks',)
440 chartevents.428 (u'pleural friction',)
441 chartevents.428 (u'rhonchi',)
442 chartevents.593 (u'absent',)
443 chartevents.593 (u'bronchial',)
444 chartevents.593 (u'clear',)
445 chartevents.593 (u'coarse',)
446 chartevents.593 (u'crackles',)
447 chartevents.593 (u'diminished',)
448 chartevents.593 (u'exp wheeze',)
449 chartevents.593 (u'ins/exp wheeze',)
450 chartevents.593 (u'insp wheeze',)
451 chartevents.593 (u'other/remarks',)
452 chartevents.593 (u'pleural friction',)
453 chartevents.593 (u'rhonchi',)
454 chartevents.599 (u'absent',)
455 chartevents.599 (u'bronchial',)
456 chartevents.599 (u'clear',)
457 chartevents.599 (u'coarse',)
458 chartevents.599 (u'crackles',)
459 chartevents.599 (u'diminished',)
460 chartevents.599 (u'exp wheeze',)
461 chartevents.599 (u'ins/exp wheeze',)
462 chartevents.599 (u'insp wheeze',)
463 chartevents.599 (u'other/remarks',)
464 chartevents.599 (u'pleural friction',)
465 chartevents.599 (u'rhonchi',)
466 chartevents.707 (u'3way foley',)
467 chartevents.707 (u'condom catheter',)
468 chartevents.707 (u'ileoconduit',)
469 chartevents.707 (u'indwelling cath',)
470 chartevents.707 (u'nephrostomy',)
471 chartevents.707 (u'other/remarks',)
472 chartevents.707 (u'retr penis pouch',)
473 chartevents.707 (u'straight cath',)
474 chartevents.707 (u'suprapubic',)
475 chartevents.707 (u'urethral stent',)
476 chartevents.707 (u'voids',)
477 chartevents.829 
478 chartevents.27 (u'ascites',)
479 chartevents.27 (u'firm',)
480 chartevents.27 (u'firm distended',)
481 chartevents.27 (u'obese',)
482 chartevents.27 (u'open',)
483 chartevents.27 (u'other/remarks',)
484 chartevents.27 (u'rebound tender',)
485 chartevents.27 (u'soft',)
486 chartevents.27 (u'soft distended',)
487 chartevents.27 (u'tender',)
488 chartevents.811 
489 chartevents.813 
490 chartevents.644 (u'absent',)
491 chartevents.644 (u'impaired',)
492 chartevents.644 (u'intact',)
493 chartevents.644 (u'other/remarks',)
494 chartevents.210 (u'15 degrees',)
495 chartevents.210 (u'30 degrees',)
496 chartevents.210 (u'45 degrees',)
497 chartevents.210 (u'90 degrees',)
498 chartevents.210 (u'flat in bed',)
499 chartevents.210 (u'other/remarks',)
500 chartevents.210 (u'reverse t-berg',)
501 chartevents.210 (u'trendelenberg',)
502 chartevents.704 (u'back',)
503 chartevents.704 (u'left side',)
504 chartevents.704 (u'logroll',)
505 chartevents.704 (u'logroll x4assist',)
506 chartevents.704 (u'proned',)
507 chartevents.704 (u'right side',)
508 chartevents.704 (u'side to side',)
509 chartevents.704 (u'turns by self',)
510 chartevents.618 
511 chartevents.742 
512 chartevents.837 
513 chartevents.791 
514 chartevents.646 
515 chartevents.781 
516 chartevents.198 
517 chartevents.828 
518 chartevents.84 (u'comp. immobile',)
519 chartevents.84 (u'no limitations',)
520 chartevents.84 (u'sl. limited',)
521 chartevents.84 (u'very limited',)
522 chartevents.82 (u'bedfast',)
523 chartevents.82 (u'chairfast',)
524 chartevents.82 (u'walks frequently',)
525 chartevents.82 (u'walks occasional',)
526 chartevents.85 (u'consist. moist',)
527 chartevents.85 (u'moist',)
528 chartevents.85 (u'occ. moist',)
529 chartevents.85 (u'rarely moist',)
530 chartevents.86 (u'adequate',)
531 chartevents.86 (u'excellent',)
532 chartevents.86 (u'prob. inadequate',)
533 chartevents.86 (u'very poor',)
534 chartevents.159 (u'frequent',)
535 chartevents.159 (u'none',)
536 chartevents.159 (u'occasional',)
537 chartevents.159 (u'rare',)
538 chartevents.159 (u'runs vtach',)
539 chartevents.83 (u'no apparent prob',)
540 chartevents.83 (u'potential prob',)
541 chartevents.83 (u'problem',)
542 chartevents.88 (u'comp. limited',)
543 chartevents.88 (u'no impairment',)
544 chartevents.88 (u'sl. limited',)
545 chartevents.88 (u'very limited',)
546 chartevents.787 
547 chartevents.788 
548 chartevents.54 (u'1 person assist',)
549 chartevents.54 (u'2 person assist',)
550 chartevents.54 (u'cane',)
551 chartevents.54 (u'extremity brace',)
552 chartevents.54 (u'hoyer',)
553 chartevents.54 (u'independent',)
554 chartevents.54 (u'other/remarks',)
555 chartevents.54 (u'prosthesis',)
556 chartevents.54 (u'slide board',)
557 chartevents.54 (u'supervised',)
558 chartevents.54 (u'tlso brace',)
559 chartevents.54 (u'total lift',)
560 chartevents.54 (u'trapeze',)
561 chartevents.54 (u'walker',)
562 chartevents.54 (u'wheelchair',)
563 chartevents.861 
564 chartevents.32 (u'fair',)
565 chartevents.32 (u'good',)
566 chartevents.32 (u'other/remarks',)
567 chartevents.32 (u'poor',)
568 chartevents.32 (u'tolerated well',)
569 chartevents.814 
570 chartevents.833 
571 chartevents.706 (u'amber',)
572 chartevents.706 (u'brown',)
573 chartevents.706 (u'green',)
574 chartevents.706 (u'icteric',)
575 chartevents.706 (u'light yellow',)
576 chartevents.706 (u'orange',)
577 chartevents.706 (u'other/remarks',)
578 chartevents.706 (u'pink',)
579 chartevents.706 (u'red',)
580 chartevents.706 (u'yellow',)
581 chartevents.87 
582 chartevents.8480 (u'clear',)
583 chartevents.8480 (u'clots',)
584 chartevents.8480 (u'cloudy',)
585 chartevents.8480 (u'other/remarks',)
586 chartevents.8480 (u'sediment',)
587 chartevents.8480 (u'sludge',)
588 chartevents.156 (u'absent',)
589 chartevents.156 (u'diff to palpate',)
590 chartevents.156 (u'doppler',)
591 chartevents.156 (u'easily palpable',)
592 chartevents.156 (u'not applicable',)
593 chartevents.156 (u'other/remarks',)
594 chartevents.156 (u'strong/palpable',)
595 chartevents.156 (u'weak palpable',)
596 chartevents.8381 (u'absent',)
597 chartevents.8381 (u'diff to palpate',)
598 chartevents.8381 (u'doppler',)
599 chartevents.8381 (u'easily palpable',)
600 chartevents.8381 (u'not applicable',)
601 chartevents.8381 (u'other/remarks',)
602 chartevents.8381 (u'strong/palpable',)
603 chartevents.8381 (u'weak palpable',)
604 chartevents.547 (u'left side',)
605 chartevents.547 (u'pronate',)
606 chartevents.547 (u'prone',)
607 chartevents.547 (u'right side',)
608 chartevents.547 (u'ronated',)
609 chartevents.547 (u'supine',)
610 chartevents.678 
611 chartevents.677 
612 chartevents.128 (u'comfort measures',)
613 chartevents.128 (u'cpr not indicate',)
614 chartevents.128 (u'do not intubate',)
615 chartevents.128 (u'do not resuscita',)
616 chartevents.128 (u'full code',)
617 chartevents.128 (u'other/remarks',)
618 labevents.50810 (u'',)
619 labevents.50811 (u'',)
620 labevents.50811 (u'abnormal',)
621 chartevents.1046 (u'no',)
622 chartevents.1046 (u'other/remarks',)
623 chartevents.1046 (u'yes',)
624 chartevents.455 
625 chartevents.8441 
626 labevents.50824 (u'',)
627 labevents.50824 (u'abnormal',)
628 chartevents.456 
629 chartevents.637 (u'1 rail up',)
630 chartevents.637 (u'2 rails up',)
631 chartevents.637 (u'3 rails up',)
632 chartevents.637 (u'all rails up',)
633 chartevents.637 (u'lower rails down',)
634 chartevents.637 (u'other/remarks',)
635 chartevents.637 (u'side rails down',)
636 chartevents.637 (u'side rails up',)
637 chartevents.821 
638 chartevents.294 (u'left antecub',)
639 chartevents.294 (u'left foot',)
640 chartevents.294 (u'left hand',)
641 chartevents.294 (u'left wrist',)
642 chartevents.294 (u'll ant forearm',)
643 chartevents.294 (u'll post forearm',)
644 chartevents.294 (u'lu ant forearm',)
645 chartevents.294 (u'lu post forearm',)
646 chartevents.294 (u'other/remarks',)
647 chartevents.294 (u'right antecub',)
648 chartevents.294 (u'right foot',)
649 chartevents.294 (u'right hand',)
650 chartevents.294 (u'right wrist',)
651 chartevents.294 (u'rl ant forearm',)
652 chartevents.294 (u'rl post forearm',)
653 chartevents.294 (u'ru ant forearm',)
654 chartevents.294 (u'ru post forearm',)
655 chartevents.550 (u'airborne/resp',)
656 chartevents.550 (u'asp',)
657 chartevents.550 (u'contact',)
658 chartevents.550 (u'droplet',)
659 chartevents.550 (u'localzosshingles',)
660 chartevents.550 (u'neutropenic',)
661 chartevents.550 (u'universal',)
662 chartevents.550 (u'varicella',)
663 chartevents.324 (u'bleeding',)
664 chartevents.324 (u'drainage',)
665 chartevents.324 (u'ecchymotic',)
666 chartevents.324 (u'erythematous',)
667 chartevents.324 (u'infiltrated',)
668 chartevents.324 (u'other/remarks',)
669 chartevents.324 (u'pain',)
670 chartevents.324 (u'redness',)
671 chartevents.324 (u'swelling',)
672 chartevents.324 (u'wnl',)
673 labevents.50954 (u'',)
674 labevents.50954 (u'abnormal',)
675 chartevents.8400 (u'14 gauge',)
676 chartevents.8400 (u'16 gauge',)
677 chartevents.8400 (u'18 gauge',)
678 chartevents.8400 (u'20 gauge',)
679 chartevents.8400 (u'22 gauge',)
680 chartevents.8400 (u'other/remarks',)
681 chartevents.549 (u'absent',)
682 chartevents.549 (u'diff to palpate',)
683 chartevents.549 (u'doppler',)
684 chartevents.549 (u'easily palpable',)
685 chartevents.549 (u'not applicable',)
686 chartevents.549 (u'other/remarks',)
687 chartevents.549 (u'strong/palpable',)
688 chartevents.549 (u'weak palpable',)
689 chartevents.8456 (u'absent',)
690 chartevents.8456 (u'diff to palpate',)
691 chartevents.8456 (u'doppler',)
692 chartevents.8456 (u'easily palpable',)
693 chartevents.8456 (u'not applicable',)
694 chartevents.8456 (u'other/remarks',)
695 chartevents.8456 (u'strong/palpable',)
696 chartevents.8456 (u'weak palpable',)
697 inputevents_cv.30013 (u'',)
698 chartevents.525 (u'abdominal',)
699 chartevents.525 (u'back',)
700 chartevents.525 (u'both legs',)
701 chartevents.525 (u'chest pain',)
702 chartevents.525 (u'headache',)
703 chartevents.525 (u'incisional',)
704 chartevents.525 (u'jaw',)
705 chartevents.525 (u'left arm',)
706 chartevents.525 (u'left chest',)
707 chartevents.525 (u'left elbow',)
708 chartevents.525 (u'left flank',)
709 chartevents.525 (u'left foot',)
710 chartevents.525 (u'left leg',)
711 chartevents.525 (u'left lower quad',)
712 chartevents.525 (u'left shoulder',)
713 chartevents.525 (u'left upper quad',)
714 chartevents.525 (u'mediastinal',)
715 chartevents.525 (u'midscapular',)
716 chartevents.525 (u'neck',)
717 chartevents.525 (u'not indicated',)
718 chartevents.525 (u'other/remarks',)
719 chartevents.525 (u'periumbilical',)
720 chartevents.525 (u'right arm',)
721 chartevents.525 (u'right chest',)
722 chartevents.525 (u'right elbow',)
723 chartevents.525 (u'right flank',)
724 chartevents.525 (u'right foot',)
725 chartevents.525 (u'right leg',)
726 chartevents.525 (u'right lower quad',)
727 chartevents.525 (u'right shoulder',)
728 chartevents.525 (u'right upper quad',)
729 chartevents.663 (u'children',)
730 chartevents.663 (u'friend',)
731 chartevents.663 (u'many supports',)
732 chartevents.663 (u'none',)
733 chartevents.663 (u'other/remarks',)
734 chartevents.663 (u'relative',)
735 chartevents.663 (u'significnt other',)
736 chartevents.663 (u'social services',)
737 chartevents.663 (u'spiritual',)
738 chartevents.663 (u'spouse',)
739 chartevents.1127 
740 chartevents.77 (u'agitated',)
741 chartevents.77 (u'anesthetized',)
742 chartevents.77 (u'angry',)
743 chartevents.77 (u'anxious',)
744 chartevents.77 (u'apathy',)
745 chartevents.77 (u'apprehensive',)
746 chartevents.77 (u'appropriate',)
747 chartevents.77 (u'calm',)
748 chartevents.77 (u'combative',)
749 chartevents.77 (u'confused',)
750 chartevents.77 (u'cooperative',)
751 chartevents.77 (u'crying',)
752 chartevents.77 (u'delirium',)
